seccion,distrito17,seccion,distrito06
1,2,1,2
2,2,2,2
3,2,3,2
4,2,4,2
5,2,5,2
6,2,6,2
7,2,7,2
8,2,8,2
9,2,9,2
10,2,10,2
11,2,11,2
12,2,12,2
13,2,13,2
14,2,14,2
15,2,15,2
16,2,16,2
17,2,17,2
18,2,18,2
19,2,19,2
20,2,20,2
21,2,21,2
22,2,22,2
23,2,23,2
24,2,24,2
25,2,25,2
26,2,26,2
27,2,27,2
28,2,28,2
29,2,29,2
30,2,30,2
31,2,31,2
32,2,32,2
33,2,33,2
34,2,34,2
35,2,35,2
36,2,36,2
37,2,37,2
38,2,38,2
39,2,39,2
40,2,40,2
41,2,41,2
42,2,42,2
43,2,43,2
44,2,44,2
45,2,45,2
46,2,46,2
47,2,47,2
48,2,48,2
49,2,49,2
50,2,50,2
51,2,51,2
52,2,52,2
53,2,53,2
54,2,54,2
55,2,55,2
56,2,56,2
57,2,57,2
58,2,58,2
59,2,59,2
60,2,60,2
61,2,61,2
62,2,62,2
63,2,63,2
64,2,64,2
65,2,65,2
66,2,66,2
67,2,67,2
68,2,68,2
69,2,69,2
70,2,70,2
71,2,71,2
72,2,72,2
73,2,73,2
74,2,74,2
75,2,75,2
76,2,76,2
77,2,77,2
78,2,78,2
79,2,79,2
80,2,80,2
81,2,81,2
82,2,82,2
83,2,83,2
84,2,84,2
85,2,85,2
86,2,86,2
87,2,87,2
88,2,88,2
89,2,89,2
90,2,90,2
91,2,91,2
92,2,92,2
93,2,93,2
94,2,94,2
95,2,95,2
96,2,96,2
97,2,97,2
98,2,98,2
99,2,99,2
100,2,100,2
101,2,101,2
102,2,102,2
103,2,103,2
104,2,104,2
105,2,105,2
106,2,106,2
107,2,107,2
108,2,108,2
109,2,109,2
110,2,110,2
111,2,111,2
112,2,112,2
113,2,113,2
114,2,114,2
115,2,115,2
116,2,116,2
117,2,117,2
118,2,118,2
119,2,119,2
120,2,120,2
121,2,121,2
122,2,122,2
123,2,123,2
124,2,124,2
125,2,125,2
126,2,126,2
127,2,127,2
128,2,128,2
129,2,129,2
130,2,130,2
131,2,131,2
132,2,132,2
133,2,133,2
134,2,134,2
135,2,135,2
136,2,136,2
137,2,137,2
138,2,138,2
139,2,139,2
140,2,140,2
141,2,141,2
142,2,142,2
143,2,143,2
144,2,144,2
145,2,145,2
146,2,146,2
147,2,147,2
148,2,148,2
149,2,149,2
150,2,150,2
151,2,151,2
152,2,152,2
153,2,153,2
154,2,154,2
155,2,155,2
156,2,156,2
157,2,157,2
158,2,158,2
159,2,159,2
160,2,160,2
161,2,161,2
162,2,162,2
163,2,163,2
164,2,164,2
165,2,165,2
166,2,166,2
167,2,167,2
168,2,168,2
169,2,169,2
170,2,170,2
171,2,171,2
172,2,172,2
173,2,173,2
174,2,174,2
175,2,175,2
176,2,176,2
177,2,177,2
178,2,178,2
179,2,179,2
180,2,180,2
181,2,181,2
182,2,182,2
183,2,183,2
184,2,184,2
185,2,185,2
186,2,186,2
187,2,187,2
188,2,188,2
189,2,189,2
190,2,190,2
191,2,191,2
192,2,192,2
193,2,193,2
194,2,194,2
195,2,195,2
196,2,196,2
197,2,197,2
198,2,198,2
199,2,199,2
200,2,200,2
201,2,201,2
202,2,202,2
203,2,203,2
204,2,204,2
205,2,205,2
206,2,206,2
207,2,207,2
208,2,208,2
209,2,209,2
210,2,210,2
211,2,211,2
212,2,212,2
213,2,213,2
214,2,214,2
215,2,215,2
216,2,216,2
217,2,217,2
218,2,218,2
219,2,219,2
220,2,220,2
221,2,221,2
222,2,222,2
223,2,223,2
224,2,224,2
225,2,225,2
226,2,226,2
227,2,227,2
228,2,228,2
229,2,229,2
230,2,230,2
231,2,231,2
232,2,232,2
233,2,233,2
234,2,234,2
235,2,235,2
236,2,236,2
237,2,237,2
238,2,238,2
239,2,239,2
240,2,240,2
241,2,241,2
242,2,242,2
243,2,243,2
244,2,244,2
245,2,245,2
246,2,246,2
247,2,247,2
248,2,248,2
249,2,249,2
250,2,250,2
251,2,251,2
252,2,252,2
253,2,253,2
254,2,254,2
255,2,255,2
256,2,256,2
257,2,257,2
258,2,258,2
259,2,259,2
260,2,260,2
261,2,261,2
262,2,262,2
263,2,263,2
264,2,264,2
265,2,265,2
266,2,266,2
267,2,267,2
268,2,268,2
269,2,269,2
270,2,270,2
271,2,271,2
272,2,272,2
273,2,273,2
274,2,274,2
275,2,275,2
276,2,276,2
277,2,277,2
278,2,278,2
279,2,279,2
280,2,280,2
281,2,281,2
282,2,282,2
283,2,283,2
284,2,284,2
285,2,285,2
286,2,286,2
287,2,287,2
288,2,288,2
289,2,289,2
290,2,290,2
291,2,291,2
292,2,292,2
293,2,293,2
294,2,294,2
295,2,295,2
296,2,296,2
297,2,297,2
298,2,298,2
299,2,299,2
300,2,300,2
301,2,301,2
302,2,302,2
303,2,303,2
304,2,304,2
305,2,305,2
306,2,306,2
307,2,307,2
308,2,308,2
309,2,309,2
310,2,310,2
311,2,311,2
312,2,312,2
313,2,313,2
314,2,314,2
315,2,315,2
316,2,316,2
317,2,317,2
318,2,318,2
319,2,319,2
320,2,320,2
321,2,321,2
322,2,322,2
323,2,323,2
324,2,324,2
325,2,325,2
326,2,326,2
327,2,327,2
328,2,328,2
329,2,329,2
330,2,330,2
331,2,331,2
332,2,332,2
333,2,333,2
334,2,334,2
335,2,335,2
336,2,336,2
337,2,337,2
338,2,338,2
339,2,339,2
340,2,340,2
341,2,341,2
342,2,342,2
343,2,343,2
344,2,344,2
345,2,345,2
346,2,346,2
347,2,347,2
348,2,348,2
349,2,349,2
350,2,350,2
351,2,351,2
352,2,352,2
353,2,353,2
354,2,354,2
355,2,355,2
356,2,356,2
357,2,357,2
358,2,358,2
359,2,359,2
360,2,360,2
361,2,361,2
362,2,362,2
363,2,363,2
364,2,364,2
365,2,365,2
366,2,366,2
367,2,367,2
368,2,368,2
369,2,369,2
370,2,370,2
371,2,371,2
372,2,372,2
373,2,373,2
374,2,374,2
375,2,375,2
376,2,376,2
377,2,377,2
378,2,378,7
379,2,379,2
380,2,380,2
381,2,381,2
382,2,382,2
383,2,383,2
384,2,384,2
385,2,385,2
386,2,386,2
387,2,387,2
388,2,388,2
389,2,389,2
390,2,390,2
391,2,391,2
392,2,392,2
393,2,393,2
394,2,394,2
395,2,395,2
396,2,396,2
397,2,397,2
398,2,398,2
399,2,399,2
400,2,400,2
401,2,401,2
402,2,402,2
403,2,403,2
404,2,404,2
405,2,405,2
406,2,406,2
407,2,407,2
408,2,408,2
409,2,409,2
410,2,410,2
411,2,411,2
412,2,412,2
413,2,413,2
414,2,414,2
415,2,415,2
416,2,416,2
417,2,417,2
418,2,418,2
419,2,419,2
420,2,420,2
421,2,421,2
422,2,422,2
423,2,423,2
424,2,424,2
425,2,425,2
426,2,426,2
427,2,427,2
428,2,428,2
429,2,429,2
430,2,430,2
431,2,431,2
432,2,432,2
433,2,433,2
434,2,434,2
435,2,435,2
436,2,436,2
437,2,437,2
438,2,438,2
439,2,439,2
440,2,440,2
441,2,441,2
442,2,442,2
443,2,443,2
444,2,444,2
445,2,445,2
446,2,446,2
447,2,447,2
448,2,448,2
449,2,449,2
450,2,450,2
451,2,451,2
452,2,452,2
453,2,453,2
454,2,454,2
455,2,455,2
456,3,456,3
457,3,457,3
458,3,458,3
459,3,459,3
460,3,460,3
461,3,461,3
462,3,462,3
463,3,463,3
464,3,464,3
465,3,465,3
466,3,466,3
467,3,467,3
468,3,468,3
469,3,469,3
470,3,470,3
471,3,471,3
472,3,472,3
473,3,473,3
474,3,474,3
475,3,475,3
476,3,476,3
477,3,477,3
478,3,478,3
479,3,479,3
480,3,480,3
481,3,481,3
482,3,482,3
483,3,483,3
484,3,484,3
485,3,485,3
486,3,486,3
487,3,487,3
488,3,488,3
489,3,489,3
490,3,490,3
491,3,491,3
492,3,492,3
493,3,493,3
494,3,494,3
495,3,495,3
496,3,496,3
497,3,497,3
498,3,498,3
499,3,499,3
500,3,500,3
501,3,501,3
502,3,502,3
503,3,503,3
504,3,504,3
505,3,505,3
506,3,506,3
507,3,507,3
508,3,508,3
509,3,509,3
510,3,510,3
511,3,511,3
512,3,512,3
513,3,513,3
514,3,514,3
515,3,515,3
517,3,517,3
518,3,518,3
519,3,519,3
520,3,520,3
521,3,521,3
522,3,522,3
523,3,523,3
524,3,524,3
525,3,525,3
526,3,526,3
527,3,527,3
528,3,528,3
529,3,529,3
530,3,530,3
531,3,531,3
532,3,532,3
533,3,533,3
534,3,534,3
535,3,535,3
536,3,536,3
537,3,537,3
538,3,538,3
539,3,539,3
540,3,540,3
541,3,541,3
542,3,542,3
543,3,543,3
544,3,544,3
545,3,545,3
546,3,546,3
547,3,547,3
548,3,548,3
549,3,549,3
550,3,550,3
551,3,551,3
552,3,552,3
553,3,553,3
554,3,554,3
555,3,555,3
556,3,556,3
557,3,557,3
558,3,558,3
559,3,559,3
560,3,560,3
561,3,561,3
562,3,562,3
563,3,563,1
564,3,564,1
565,3,565,1
566,3,566,1
567,3,567,1
568,3,568,1
569,3,569,1
570,3,570,1
571,3,571,1
572,3,572,1
573,3,573,1
574,3,574,1
575,3,575,1
576,3,576,1
577,3,577,1
578,3,578,1
579,3,579,1
580,3,580,1
581,3,581,1
582,3,582,1
583,3,583,1
584,3,584,1
585,3,585,1
586,3,586,1
587,3,587,1
588,3,588,1
589,3,589,1
590,3,590,1
591,3,591,1
592,3,592,1
593,3,593,1
594,3,594,1
595,3,595,1
596,3,596,1
597,3,597,1
598,3,598,1
599,3,599,1
600,3,600,1
601,3,601,1
603,3,603,1
604,3,604,1
605,3,605,1
606,3,606,1
607,3,607,1
608,3,608,1
609,3,609,1
610,3,610,1
611,3,611,1
612,3,612,1
613,3,613,1
614,3,614,1
615,3,615,1
616,3,616,1
617,3,617,1
618,3,618,1
619,3,619,1
620,3,620,1
621,3,621,1
622,3,622,1
623,3,623,1
624,3,624,1
625,3,625,1
626,3,626,1
627,3,627,1
628,3,628,1
629,1,629,6
630,1,630,6
631,1,631,6
632,1,632,6
633,1,633,6
634,1,634,6
635,1,635,6
636,1,636,6
637,1,637,6
638,1,638,6
639,1,639,6
640,1,640,6
641,1,641,6
642,1,642,6
643,1,643,6
644,1,644,6
645,1,645,6
646,1,646,6
647,1,647,6
648,1,648,6
649,1,649,6
650,1,650,6
651,1,651,6
652,1,652,6
653,1,653,6
654,1,654,6
655,1,655,6
656,1,656,6
657,1,657,6
658,1,658,6
659,1,659,6
660,1,660,6
661,1,661,6
662,1,662,6
663,1,663,6
664,1,664,6
665,1,665,6
666,1,666,6
667,1,667,6
668,1,668,6
669,1,669,6
670,1,670,6
671,1,671,6
672,1,672,6
673,1,673,6
674,1,674,6
675,6,675,6
676,6,676,6
677,6,677,6
678,6,678,6
679,6,679,6
680,6,680,6
681,6,681,6
682,6,682,6
683,6,683,6
685,6,685,6
686,6,686,6
687,6,687,6
688,6,688,6
689,6,689,6
690,6,690,6
691,6,691,6
692,6,692,6
693,6,693,6
694,6,694,6
695,6,695,6
696,6,696,6
697,6,697,6
698,6,698,6
699,6,699,6
700,6,700,6
701,6,701,6
702,6,702,6
703,6,703,6
704,6,704,6
705,6,705,6
706,6,706,6
707,6,707,6
708,6,708,6
709,6,709,6
710,7,710,5
711,7,711,5
712,7,712,5
713,7,713,5
714,7,714,5
715,7,715,5
716,7,716,5
717,7,717,5
718,7,718,5
719,7,719,5
720,7,720,5
721,7,721,5
722,7,722,5
723,7,723,5
724,7,724,5
725,7,725,5
726,7,726,5
727,7,727,5
728,7,728,5
729,7,729,5
730,7,730,5
731,7,731,5
732,7,732,5
733,7,733,5
734,7,734,5
735,7,735,5
736,7,736,5
737,7,737,5
738,7,738,5
739,7,739,5
740,7,740,5
741,7,741,5
742,7,742,5
743,7,743,5
744,5,744,5
745,7,745,5
746,7,746,5
747,7,747,5
748,7,748,5
749,7,749,5
750,7,750,5
751,7,751,5
752,7,752,5
753,7,753,5
754,5,754,5
755,7,755,5
756,7,756,5
757,7,757,5
758,7,758,5
759,7,759,5
760,7,760,5
761,5,761,5
762,5,762,5
763,5,763,5
764,5,764,5
765,7,765,5
766,7,766,5
767,7,767,5
768,7,768,5
769,7,769,5
770,7,770,5
771,7,771,5
772,7,772,5
773,7,773,5
774,7,774,5
775,7,775,5
776,7,776,5
777,7,777,5
778,7,778,5
779,7,779,5
780,7,780,5
781,5,781,5
782,7,782,5
783,7,783,5
784,7,784,5
785,7,785,5
786,7,786,5
787,7,787,5
788,7,788,5
789,7,789,5
790,7,790,5
791,7,791,5
792,7,792,5
793,7,793,5
794,7,794,5
795,7,795,5
796,7,796,5
797,7,797,5
798,7,798,5
799,7,799,5
800,7,800,5
801,7,801,5
802,7,802,5
803,7,803,5
804,7,804,5
805,7,805,5
806,7,806,5
807,7,807,5
808,7,808,5
809,7,809,5
810,7,810,5
811,7,811,5
812,7,812,5
813,7,813,5
814,7,814,5
815,7,815,5
816,7,816,5
817,7,817,5
818,7,818,5
819,7,819,5
820,7,820,5
821,7,821,5
822,7,822,5
823,7,823,5
824,7,824,5
825,7,825,5
826,7,826,5
827,7,827,5
828,7,828,5
829,7,829,5
830,7,830,5
831,7,831,5
832,7,832,5
833,7,833,5
834,7,834,5
835,7,835,5
836,7,836,5
837,7,837,5
838,7,838,5
839,7,839,5
840,7,840,5
841,7,841,5
842,7,842,5
843,7,843,5
844,7,844,5
845,7,845,5
846,7,846,5
847,7,847,5
848,7,848,5
849,7,849,5
850,7,850,5
851,7,851,5
852,7,852,5
853,7,853,5
854,7,854,5
855,7,855,5
856,7,856,5
857,7,857,5
858,7,858,5
859,7,859,5
860,7,860,5
861,7,861,5
862,7,862,5
863,7,863,5
864,7,864,5
865,7,865,5
866,7,866,5
867,7,867,5
868,7,868,5
869,5,869,5
870,7,870,5
871,7,871,5
872,7,872,5
873,7,873,5
874,7,874,5
875,7,875,5
876,7,876,5
877,7,877,5
878,7,878,5
879,7,879,5
880,7,880,5
881,7,881,5
882,7,882,5
883,7,883,5
884,5,884,5
885,7,885,7
886,7,886,7
887,5,887,5
888,5,888,5
889,5,889,5
890,5,890,5
891,5,891,5
892,5,892,5
893,5,893,5
894,5,894,5
895,5,895,5
896,5,896,5
897,5,897,5
898,5,898,5
899,5,899,5
900,5,900,5
901,5,901,5
902,5,902,5
903,5,903,5
904,5,904,5
905,5,905,5
906,5,906,5
907,5,907,5
908,5,908,5
909,5,909,5
910,5,910,5
911,5,911,5
912,5,912,5
913,5,913,5
914,5,914,5
915,5,915,5
916,5,916,5
917,5,917,5
918,5,918,5
919,5,919,5
920,5,920,5
921,5,921,5
922,5,922,5
923,5,923,5
924,5,924,5
925,5,925,5
926,5,926,5
927,5,927,5
928,5,928,5
929,5,929,5
930,5,930,5
931,5,931,5
932,5,932,5
933,5,933,5
934,5,934,5
935,5,935,5
936,5,936,5
937,5,937,5
938,5,938,5
939,5,939,5
940,5,940,5
941,5,941,5
942,5,942,5
943,5,943,5
944,5,944,5
945,5,945,5
946,5,946,5
947,5,947,5
948,5,948,5
949,5,949,5
950,5,950,5
951,5,951,5
952,5,952,5
953,5,953,5
954,5,954,5
955,5,955,5
956,5,956,5
957,5,957,5
958,5,958,5
959,5,959,5
960,5,960,5
961,5,961,5
962,5,962,5
963,5,963,5
964,5,964,5
965,5,965,5
966,5,966,5
967,5,967,5
968,5,968,5
969,5,969,5
970,5,970,5
971,5,971,5
972,5,972,5
973,5,973,5
974,5,974,5
975,5,975,5
976,5,976,5
977,5,977,5
978,5,978,5
979,5,979,5
980,5,980,5
981,5,981,5
982,5,982,5
983,5,983,5
984,5,984,5
985,5,985,5
986,5,986,5
987,5,987,5
988,5,988,5
989,5,989,5
990,5,990,3
991,5,991,3
992,5,992,3
993,5,993,3
994,5,994,3
995,5,995,3
996,5,996,3
997,5,997,3
998,5,998,3
999,5,999,3
1000,5,1000,3
1001,5,1001,3
1002,5,1002,3
1003,5,1003,3
1004,5,1004,3
1005,5,1005,7
1006,5,1006,7
1007,5,1007,5
1008,5,1008,5
1009,5,1009,5
1010,5,1010,5
1011,5,1011,5
1012,5,1012,5
1013,5,1013,5
1014,5,1014,5
1015,5,1015,5
1016,5,1016,5
1017,5,1017,5
1018,5,1018,5
1019,5,1019,5
1020,5,1020,5
1021,5,1021,5
1022,5,1022,5
1023,5,1023,5
1024,5,1024,5
1025,5,1025,5
1026,5,1026,5
1027,5,1027,5
1028,5,1028,5
1029,5,1029,5
1030,5,1030,5
1031,5,1031,5
1032,5,1032,5
1033,5,1033,5
1034,5,1034,7
1035,5,1035,7
1036,5,1036,5
1037,5,1037,5
1038,5,1038,5
1039,5,1039,7
1040,5,1040,7
1041,5,1041,7
1042,5,1042,5
1043,5,1043,5
1044,5,1044,5
1045,5,1045,5
1046,5,1046,5
1047,5,1047,5
1048,5,1048,5
1049,5,1049,5
1050,5,1050,5
1051,5,1051,5
1052,5,1052,5
1053,5,1053,5
1054,5,1054,5
1055,5,1055,5
1056,5,1056,7
1057,5,1057,7
1058,5,1058,7
1059,5,1059,7
1060,5,1060,7
1061,5,1061,7
1062,5,1062,7
1063,5,1063,7
1064,5,1064,7
1065,5,1065,7
1066,5,1066,7
1067,5,1067,7
1068,5,1068,7
1069,5,1069,7
1070,5,1070,7
1071,5,1071,7
1072,5,1072,7
1073,5,1073,7
1074,5,1074,7
1075,5,1075,7
1076,5,1076,7
1077,5,1077,7
1078,5,1078,7
1079,5,1079,5
1080,5,1080,5
1081,5,1081,5
1082,5,1082,5
1083,5,1083,5
1084,5,1084,5
1085,5,1085,7
1086,5,1086,7
1087,5,1087,7
1088,5,1088,7
1089,5,1089,7
1090,5,1090,7
1091,5,1091,7
1092,5,1092,7
1093,5,1093,7
1094,5,1094,7
1095,5,1095,7
1096,5,1096,7
1097,5,1097,7
1098,5,1098,7
1099,5,1099,7
1100,5,1100,7
1101,5,1101,7
1102,5,1102,7
1103,5,1103,7
1104,5,1104,7
1105,5,1105,7
1106,5,1106,7
1107,5,1107,7
1108,5,1108,7
1109,5,1109,7
1110,5,1110,7
1111,5,1111,7
1112,5,1112,7
1113,5,1113,7
1114,5,1114,7
1115,5,1115,7
1116,5,1116,7
1117,5,1117,7
1118,5,1118,7
1119,5,1119,7
1120,5,1120,7
1121,5,1121,7
1122,5,1122,7
1123,5,1123,7
1124,5,1124,7
1125,5,1125,7
1126,5,1126,7
1127,5,1127,7
1128,5,1128,7
1129,5,1129,7
1130,5,1130,7
1131,5,1131,7
1132,5,1132,7
1133,5,1133,7
1134,5,1134,7
1135,5,1135,7
1136,5,1136,7
1137,5,1137,7
1138,5,1138,7
1139,5,1139,7
1140,5,1140,7
1141,5,1141,7
1142,5,1142,7
1143,5,1143,7
1144,5,1144,7
1145,5,1145,7
1146,5,1146,7
1147,5,1147,7
1148,5,1148,7
1149,5,1149,7
1150,5,1150,7
1151,5,1151,7
1152,5,1152,7
1153,5,1153,7
1154,5,1154,7
1155,5,1155,7
1156,5,1156,7
1157,5,1157,7
1158,5,1158,7
1159,5,1159,7
1160,5,1160,7
1161,5,1161,7
1162,5,1162,7
1163,5,1163,7
1164,5,1164,7
1165,5,1165,7
1166,5,1166,7
1167,5,1167,7
1168,5,1168,7
1169,5,1169,7
1170,5,1170,7
1171,5,1171,7
1172,5,1172,7
1173,5,1173,7
1174,5,1174,7
1175,5,1175,7
1176,5,1176,7
1177,5,1177,7
1178,5,1178,7
1179,5,1179,7
1180,5,1180,7
1181,5,1181,7
1182,5,1182,7
1183,5,1183,7
1184,5,1184,7
1185,5,1185,7
1186,5,1186,7
1187,5,1187,7
1188,5,1188,7
1189,5,1189,7
1190,5,1190,7
1191,5,1191,7
1192,5,1192,7
1193,5,1193,7
1194,5,1194,7
1195,5,1195,7
1196,5,1196,7
1197,5,1197,7
1198,5,1198,7
1199,5,1199,7
1200,5,1200,7
1201,5,1201,7
1202,5,1202,7
1203,5,1203,7
1204,5,1204,7
1205,5,1205,7
1206,7,1206,5
1207,7,1207,5
1208,7,1208,5
1209,7,1209,5
1210,7,1210,5
1211,7,1211,5
1212,7,1212,5
1213,7,1213,5
1214,7,1214,5
1215,7,1215,5
1216,7,1216,5
1217,7,1217,5
1218,7,1218,5
1219,7,1219,5
1220,7,1220,5
1221,7,1221,5
1222,7,1222,5
1223,7,1223,5
1224,7,1224,5
1225,7,1225,5
1226,7,1226,5
1227,7,1227,5
1228,7,1228,5
1229,7,1229,5
1230,7,1230,5
1231,7,1231,5
1232,7,1232,5
1233,7,1233,5
1234,7,1234,5
1235,7,1235,5
1236,7,1236,5
1237,7,1237,5
1238,7,1238,5
1239,7,1239,5
1240,7,1240,5
1241,7,1241,5
1242,7,1242,5
1243,7,1243,5
1244,7,1244,5
1245,7,1245,5
1246,7,1246,5
1247,7,1247,5
1248,7,1248,5
1249,7,1249,5
1250,7,1250,5
1251,7,1251,5
1252,7,1252,5
1253,7,1253,5
1254,7,1254,5
1255,7,1255,5
1256,7,1256,5
1257,7,1257,5
1258,7,1258,5
1259,7,1259,5
1260,7,1260,5
1261,7,1261,5
1262,7,1262,5
1263,5,1263,5
1264,5,1264,5
1265,5,1265,5
1266,5,1266,5
1267,5,1267,5
1268,5,1268,5
1269,5,1269,5
1270,5,1270,5
1271,5,1271,5
1272,5,1272,5
1273,5,1273,5
1274,5,1274,5
1275,5,1275,5
1276,5,1276,5
1277,5,1277,5
1278,7,1278,5
1279,5,1279,5
1280,5,1280,3
1281,5,1281,3
1282,5,1282,3
1283,5,1283,3
1284,5,1284,3
1285,5,1285,3
1286,5,1286,3
1287,5,1287,3
1288,5,1288,3
1289,5,1289,3
1290,5,1290,3
1291,5,1291,3
1292,5,1292,3
1293,5,1293,3
1294,5,1294,3
1295,7,1295,5
1296,7,1296,5
1297,7,1297,5
1298,7,1298,5
1299,7,1299,5
1300,7,1300,5
1301,7,1301,5
1302,7,1302,5
1303,7,1303,5
1304,7,1304,5
1305,7,1305,5
1306,7,1306,5
1307,7,1307,5
1308,7,1308,5
1309,7,1309,5
1310,7,1310,5
1311,7,1311,5
1312,7,1312,5
1313,7,1313,5
1314,7,1314,5
1315,7,1315,5
1316,7,1316,5
1317,7,1317,5
1318,7,1318,5
1319,7,1319,5
1320,7,1320,5
1321,7,1321,5
1322,7,1322,5
1323,7,1323,5
1324,7,1324,5
1325,7,1325,5
1326,7,1326,5
1327,7,1327,5
1328,7,1328,5
1329,7,1329,5
1331,7,1331,5
1332,7,1332,5
1333,7,1333,5
1334,7,1334,5
1335,7,1335,5
1336,7,1336,5
1337,7,1337,5
1338,7,1338,5
1339,7,1339,5
1340,7,1340,5
1341,7,1341,5
1342,7,1342,5
1343,7,1343,5
1344,7,1344,5
1345,7,1345,5
1346,7,1346,5
1347,7,1347,5
1348,7,1348,5
1349,7,1349,5
1350,7,1350,5
1351,7,1351,5
1352,7,1352,5
1353,7,1353,5
1354,7,1354,5
1355,7,1355,5
1356,7,1356,5
1357,7,1357,5
1358,7,1358,5
1359,7,1359,5
1360,7,1360,5
1361,7,1361,5
1362,7,1362,5
1363,7,1363,5
1364,7,1364,5
1365,7,1365,5
1366,7,1366,5
1367,7,1367,7
1368,7,1368,7
